58,4,281,1,0
118,10,302,3,0
98,2,215,3,0
30,2,299,3,0
39,2,265,0,0
48,2,87,0,0
103,0,184,1,0
5,0,85,1,0
99,3,264,1,0
148,1,5,2,0
90,5,256,2,0
6,0,81,0,0
97,3,239,3,0
131,1,336,2,0
130,8,329,2,0
117,2,230,3,0
18,1,87,2,0
89,7,335,0,0
135,5,332,0,0
132,7,357,1,0
114,7,15,0,0
130,6,250,2,0
105,2,170,3,0
137,3,312,1,0
146,1,98,2,0
17,1,297,3,0
55,4,231,2,1
6,0,163,3,0
146,10,254,3,0
42,0,283,3,0
103,8,350,3,0
37,0,351,1,0
78,1,90,1,0
85,8,27,1,0
27,1,321,2,0
83,8,284,3,0
117,9,322,3,0
18,0,254,1,0
81,3,61,1,0
125,3,117,1,0
135,13,118,0,0
71,2,258,0,0
82,1,239,0,0
71,0,107,3,0
111,3,300,3,0
73,3,344,1,0
22,2,74,3,0
65,5,330,1,0
111,2,360,0,0
135,11,28,3,0
8,0,233,0,0
30,0,233,1,0
85,2,159,3,0
64,0,346,3,0
137,9,9,3,0
61,5,154,0,1
139,9,319,2,0
63,0,354,0,0
22,2,14,3,0
37,0,193,0,0
109,5,264,1,0
37,2,210,2,0
79,5,3,0,0
142,0,324,0,0
61,2,365,1,0
120,9,286,0,0
87,8,355,1,0
48,2,334,0,1
68,3,224,1,0
128,5,252,3,0
79,4,48,3,0
141,8,90,0,0
90,2,153,2,0
52,5,345,1,0
70,0,6,3,0
103,0,108,2,0
74,6,83,2,0
126,5,306,2,0
131,11,130,0,0
106,6,87,0,0
16,0,303,3,0
141,11,296,0,0
125,2,281,3,0
106,10,45,0,0
87,0,148,0,0
25,1,53,3,0
30,2,240,3,0
32,1,61,2,0
91,7,246,0,0
65,4,15,3,0
79,7,20,2,0
142,5,298,2,0
26,1,227,0,0
122,11,247,1,0
90,9,115,2,0
130,11,130,1,0
41,0,93,3,0
63,6,354,2,0
18,1,147,2,0
17,0,24,0,0
47,3,250,2,0
90,6,17,2,0
100,5,78,3,0
9,0,90,2,0
97,6,299,3,0
49,3,319,0,0
2,0,298,2,0
103,4,53,0,0
9,0,52,1,0
2,0,186,3,0
36,3,5,0,0
100,9,100,1,0
82,6,274,1,0
140,12,44,0,0
21,2,339,1,0
120,2,353,2,0
53,5,45,0,1
20,0,5,2,0
99,9,30,1,0
100,1,334,0,0
111,5,174,3,0
147,5,56,1,0
70,0,80,0,0
8,0,152,0,0
14,1,166,1,0
19,1,77,1,0
47,1,263,0,0
99,9,277,1,0
101,4,59,0,0
146,13,295,0,0
30,3,50,3,0
21,0,153,1,0
64,1,31,3,0
36,1,2,1,0
50,1,127,1,0
40,4,328,2,0
107,9,144,2,0
10,0,154,2,0
63,3,198,2,0
76,2,81,3,0
34,2,12,2,0
57,4,319,3,0
67,0,228,1,0
119,0,80,1,0
131,4,114,2,0
44,2,343,0,0
142,12,118,3,1
32,1,342,2,0
86,1,185,0,0
34,2,214,2,0
57,2,297,1,0
16,0,273,0,0
21,0,362,2,0
39,1,237,3,0
140,9,95,1,0
76,4,328,0,0
118,6,63,2,0
110,3,326,0,0
126,11,243,1,0
42,1,51,1,0
88,4,29,0,0
100,4,50,3,0
62,5,304,3,0
6,0,165,3,0
122,9,284,0,0
16,1,52,3,0
28,0,82,2,0
91,5,37,2,0
95,9,356,0,0
33,2,62,0,0
112,10,238,3,0
85,4,227,3,0
67,0,154,1,0
63,0,187,2,0
119,5,339,0,0
42,2,27,0,0
72,0,274,2,0
51,5,173,1,0
10,0,48,2,0
97,6,2,1,1
111,3,9,0,0
40,4,65,3,0
46,1,302,2,0
77,7,351,2,0
20,0,156,2,0
103,3,194,1,0
122,12,20,1,0
64,5,269,2,0
82,8,51,1,0
89,5,206,1,0
39,2,233,0,1
112,4,54,1,0
50,5,312,3,0
73,3,169,0,0
138,13,92,3,0
69,4,151,2,0
98,6,55,0,0
39,1,237,3,0
51,4,217,3,0
126,6,37,1,0
29,1,149,0,0
57,1,275,1,0
53,2,187,3,0
10,0,11,2,0
68,0,163,0,0
23,2,225,3,0
105,0,44,3,0
145,2,230,3,0
74,5,87,0,0
107,9,316,2,1
81,8,327,1,0
106,3,240,3,0
49,2,116,2,0
137,12,18,1,1
41,3,331,3,0
50,3,180,0,0
27,1,19,1,0
127,4,346,0,1
22,0,356,1,0
111,6,308,1,0
67,3,231,2,0
101,3,327,0,0
147,7,244,2,0
91,9,104,3,0
56,1,132,3,0
41,2,35,1,0
105,10,113,0,0
96,8,18,0,0
8,0,128,1,0
62,0,354,1,0
63,1,322,0,0
29,0,256,0,0
104,1,211,3,0
88,2,143,2,0
28,1,22,0,0
129,6,273,0,0
60,2,331,3,0
18,1,355,3,0
125,5,208,2,0
75,0,330,2,0
128,12,179,0,0
4,0,278,3,0
37,3,127,3,0
82,3,365,1,0
73,0,337,2,0
60,6,178,0,0
147,10,361,2,0
139,8,280,0,0
88,5,2,2,0
20,0,16,3,0
12,0,94,1,0
94,2,21,2,0
61,6,292,0,0
134,3,20,3,0
86,3,335,3,0
6,0,129,0,0
15,0,174,0,0
72,0,191,2,0
105,7,191,0,0
16,1,96,3,0
27,0,258,3,0
38,3,140,1,0
60,0,119,0,0
23,1,217,1,0
74,5,341,1,0
104,6,77,1,0
25,2,55,3,0
103,6,208,3,0
128,2,42,1,0
14,0,85,1,0
108,7,265,1,0
39,0,337,0,0
44,4,182,0,0
23,0,171,3,0
28,0,252,1,0
109,7,329,0,0
134,3,302,3,0
137,4,127,2,0
104,1,177,3,0
129,10,192,2,0
95,6,108,0,0
124,2,331,1,0
136,1,205,1,0
118,10,107,3,0
137,4,313,1,0
133,8,104,0,0
141,6,127,1,0
149,1,35,1,0
5,0,244,0,0
19,1,25,0,0
135,10,326,2,0
65,5,9,1,0
2,0,152,3,0
6,0,312,2,0
33,2,348,3,0
122,4,80,3,0
142,9,154,3,0
66,4,197,0,0
148,8,287,1,0
19,1,310,0,0
117,4,346,2,0
13,0,209,2,0
141,9,214,1,0
114,2,16,2,0
43,4,32,0,0
139,9,364,3,0
115,10,14,1,0
113,2,322,2,0
145,5,263,3,0
22,1,65,1,0
107,8,217,0,0
26,1,3,1,0
75,6,341,2,0
55,1,167,3,0
148,14,291,0,1
19,0,95,0,0
17,1,351,0,0
138,11,115,2,0
98,2,331,3,0
2,0,249,2,0
142,7,278,2,0
7,0,181,0,0
56,4,223,1,0
54,2,33,0,0
75,6,212,0,0
43,1,134,0,0
75,3,191,3,0
97,7,308,3,0
92,7,129,2,0
67,3,312,3,0
86,0,363,1,0
117,1,258,2,0
136,4,181,2,0
24,2,74,0,0
118,0,4,3,0
22,2,84,2,0
147,9,42,2,0
146,11,212,3,0
75,2,160,2,0
43,4,158,0,0
133,1,273,2,0
31,3,35,1,0
33,2,115,2,0
46,2,281,3,0
133,11,310,3,0
73,7,21,1,1
34,0,137,3,0
91,9,85,1,0
89,0,116,3,0
42,3,79,3,0
11,0,28,0,0
31,0,124,0,0
118,6,259,2,0
108,0,59,3,0
40,4,329,0,0
83,0,273,1,0
34,0,297,1,0
146,4,113,0,0
47,4,10,0,0
49,1,272,2,0
35,2,344,3,1
100,10,74,2,0
90,5,141,2,0
10,0,227,3,0
32,0,266,2,0
33,2,308,3,1
20,2,98,0,0
100,6,314,2,0
52,5,313,0,1
95,8,338,0,0
28,0,114,0,0
108,1,296,1,0
39,2,208,1,0
124,6,256,2,0
147,0,50,0,0
15,1,300,1,0
3,0,171,3,0
95,2,45,0,0
98,0,4,3,0
37,2,10,2,0
44,0,138,1,0
92,9,142,2,0
13,0,55,2,0
133,8,2,3,0
22,2,329,2,0
64,3,135,3,0
116,1,161,2,0
139,1,237,2,0
116,11,277,1,0
106,6,2,3,0
80,7,342,3,0
74,5,238,3,0
120,3,121,3,0
38,2,239,0,0
33,0,335,0,0
59,4,215,2,0
97,0,80,2,0
106,1,301,3,0
42,1,342,3,0
140,9,240,0,0
141,13,27,0,0
69,4,361,0,0
78,1,110,3,0
56,1,354,0,0
89,1,237,1,0
94,6,192,2,0
64,6,295,3,0
54,5,310,2,0
127,8,299,1,0
25,1,226,0,0
121,7,105,0,1
76,5,68,3,0
14,1,339,2,0
100,1,289,3,0
61,4,115,1,0
58,1,126,2,0
121,4,91,0,0
26,2,39,2,0
15,0,126,0,0
136,12,346,1,0
111,9,135,1,0
68,5,327,3,0
108,7,315,2,0
37,1,94,1,0
81,8,237,1,0
142,9,186,0,0
128,5,236,1,0
71,5,90,1,0
139,10,42,2,0
56,5,293,2,0
2,0,162,1,0
31,1,133,3,0
60,4,155,2,0
48,3,130,1,0
86,1,277,2,0
56,1,223,2,0
140,1,269,0,0
61,2,330,1,0
47,2,139,3,0
117,6,167,2,1
141,3,334,2,0
40,2,140,1,1
100,2,319,0,0
82,3,165,2,0
12,0,150,1,0
36,2,336,2,0
111,6,295,1,0
8,0,302,2,0
2,0,320,1,0
137,1,339,2,0
128,0,359,1,0
29,1,110,3,0
126,7,211,3,0
34,2,217,1,0
15,1,185,2,0
22,0,124,2,0
57,3,204,2,0
122,11,265,0,0
125,0,179,2,0
88,7,329,1,0
25,2,272,2,0
121,0,153,2,0
35,0,126,0,0
58,0,317,1,0
42,1,262,1,0
59,2,79,0,0
81,2,193,1,0
70,2,219,0,0
24,0,361,1,0
124,12,243,2,0
18,0,31,3,0
147,14,335,0,0
83,4,102,1,0
54,5,205,3,0
110,11,145,0,0
94,5,140,3,0
30,1,5,3,0
84,7,296,1,0
54,3,110,3,0
13,1,288,1,0
127,3,45,0,0
82,4,335,3,0
148,3,318,3,0
83,4,180,2,0
92,2,193,1,0
124,3,296,1,0
19,1,190,3,0
22,0,193,3,0
127,2,162,0,0
8,0,308,2,0
46,0,85,1,0
88,0,96,3,0
144,4,355,2,0
142,7,150,2,0
91,9,365,0,0
105,1,51,3,0
5,0,295,1,0
113,3,43,0,0
99,5,160,2,1
132,5,330,3,0
140,13,157,0,1
21,1,142,2,0
148,13,130,2,0
143,2,319,0,0
24,1,281,3,0
30,3,65,2,0
117,0,83,1,0
28,1,192,3,0
78,0,348,2,0
137,7,214,1,0
135,0,114,3,0
120,1,227,2,0
106,7,77,3,0
122,7,251,1,0
149,14,192,1,0
114,11,142,2,0
97,3,109,2,0
74,0,20,0,0
66,6,334,0,0
34,2,29,3,0
11,0,127,1,0
76,7,313,1,0
131,11,235,0,0
112,7,247,1,0
77,2,190,1,0
136,6,232,2,0
51,2,108,2,0
64,2,52,3,0
141,6,260,0,0
76,6,195,1,0
45,1,106,3,0
127,4,21,3,0
86,3,37,2,0
5,0,339,3,0
64,0,292,1,0
119,2,45,0,0
47,0,298,2,0
15,1,102,2,0
107,1,56,2,0
130,0,44,1,0
47,3,160,2,0
60,2,1,3,0
66,2,244,0,0
64,4,23,0,0
8,0,283,1,0
106,3,159,3,0
136,11,44,3,0
138,1,115,1,0
77,1,337,1,0
130,6,298,2,0
42,0,136,0,0
126,12,117,1,0
112,8,114,3,0
109,8,331,3,0
143,4,6,2,0
37,1,3,1,0
137,2,88,3,0
140,5,19,0,0
123,3,100,2,0
6,0,143,1,0
106,3,136,3,0
140,5,331,0,0
52,2,25,2,0
21,1,319,3,0
21,2,8,3,0
74,5,108,0,0
41,3,25,1,0
149,10,184,0,0
65,1,99,2,0
65,4,208,2,0
23,0,32,0,0
38,1,94,0,0
68,5,33,3,0
31,0,190,2,0
66,4,200,0,0
102,2,225,0,0
140,11,56,1,0
140,13,173,1,0
135,12,152,2,0
32,0,45,0,0
25,2,53,3,0
91,6,35,3,0
112,10,86,0,1
60,2,119,3,0
56,1,133,1,0
141,5,179,2,0
100,7,79,1,0
9,0,298,2,0
80,5,77,0,0
114,7,9,2,0
26,1,200,2,0
7,0,331,2,0
104,0,275,0,0
121,10,242,2,0
65,3,175,3,0
85,0,250,3,0
41,3,287,1,1
22,0,71,0,0
84,8,50,2,0
70,1,275,3,0
62,5,195,3,0
5,0,342,0,0
8,0,364,1,0
85,7,23,3,0
59,3,231,3,0
31,0,356,3,0
135,9,185,3,0
44,4,102,0,0
73,1,293,1,0
59,1,298,1,0
3,0,77,2,0
72,2,73,3,0
31,0,342,2,0
110,10,137,1,0
2,0,360,3,0
126,2,82,0,0
146,13,49,2,0
15,0,306,3,0
41,4,186,2,0
9,0,12,1,0
22,2,62,2,1
114,4,166,3,0
47,0,17,0,0
7,0,288,0,0
48,0,221,1,0
55,2,236,2,0
4,0,317,0,0
2,0,73,2,0
25,1,320,2,0
142,11,144,0,0
2,0,189,0,0
18,0,81,3,0
30,1,22,2,0
40,3,352,3,0
34,0,254,0,0
127,2,203,3,0
49,4,41,1,1
87,1,60,0,0
69,3,104,3,0
83,5,99,0,0
127,12,291,2,0
77,2,284,2,0
86,2,29,0,0
85,1,50,0,0
120,9,248,3,0
14,0,321,3,0
98,5,277,2,0
113,11,318,1,0
12,1,105,1,0
63,3,327,3,0
145,4,341,3,0
43,0,157,1,0
47,0,12,0,0
138,0,300,2,0
68,0,106,2,0
53,5,215,0,0
35,0,294,0,0
79,6,70,0,0
53,0,46,1,0
58,0,227,1,0
53,1,301,2,0
95,9,165,1,0
109,3,241,0,0
143,5,134,0,0
142,1,88,3,0
150,5,186,1,0
137,11,333,0,0
124,4,108,1,0
128,7,70,3,0
45,4,235,2,0
68,3,230,1,0
21,0,225,2,0
36,0,83,1,0
119,2,24,0,0
66,0,304,2,0
71,6,25,0,0
46,0,199,0,0
137,1,188,1,0
146,4,63,3,0
93,0,136,2,0
40,1,295,1,0
8,0,254,3,0
14,1,185,1,0
101,3,345,2,0
62,5,203,3,0
69,4,1,1,0
86,6,276,3,0
83,3,228,3,0
140,2,104,1,0
14,1,247,3,0
59,0,63,0,0
134,3,50,1,0
60,3,25,2,0
83,1,200,2,0
31,1,263,1,0
71,7,2,0,0
57,4,289,3,0
86,0,55,1,0
87,1,321,1,0
89,4,225,1,0
74,4,132,0,0
144,10,187,3,0
110,5,271,3,0
121,0,173,1,0
138,3,96,2,0
125,2,271,2,0
64,1,250,3,0
94,8,313,3,0
86,1,110,0,0
12,1,117,2,0
46,3,188,3,0
100,3,205,1,0
68,5,344,1,0
107,10,143,1,0
115,1,131,0,0
52,3,304,3,0
9,0,10,3,0
45,1,111,1,0
123,6,177,3,0
91,5,149,1,0
135,10,93,1,0
107,6,27,2,0
62,6,66,0,0
46,1,301,3,0
45,4,311,3,0
122,2,310,0,0
36,1,119,0,0
57,3,163,2,0
61,0,111,3,0
24,0,361,0,0
108,9,98,2,0
45,3,96,0,0
128,11,127,0,0
147,14,157,1,0
134,5,230,0,0
92,1,188,0,0
144,12,284,0,0
33,2,182,1,0
28,2,260,1,0
35,1,116,3,0
73,5,168,0,0
53,3,82,1,0
117,5,18,2,0
120,8,335,1,0
70,1,28,2,0
18,0,221,3,0
80,0,11,1,0
31,3,270,1,0
147,4,77,0,0
138,8,333,3,0
119,8,195,1,0
150,10,213,1,0
118,5,60,1,0
81,3,107,2,0
79,4,301,0,0
53,3,220,3,0
141,9,326,2,0
11,1,280,1,0
59,4,79,0,0
6,0,233,3,0
41,0,330,1,0
140,10,36,3,0
82,8,159,3,0
16,1,103,2,1
133,12,188,1,0
66,5,238,2,0
25,2,198,0,0
79,1,195,2,0
57,3,38,1,0
28,0,111,2,0
49,2,30,1,0
114,4,323,2,0
136,9,123,3,1
61,6,288,3,0
84,2,119,1,0
62,3,349,3,0
3,0,49,0,0
98,1,292,2,0
50,3,225,3,0
91,2,146,0,0
146,5,256,1,0
147,11,135,1,0
10,1,300,3,0
108,7,122,1,0
9,0,116,1,0
140,6,288,0,0
90,5,68,2,0
72,2,255,0,0
46,0,326,0,0
144,11,120,0,0
32,3,131,0,0
125,5,190,3,0
121,12,70,3,0
3,0,319,2,0
76,1,108,3,0
122,3,230,3,0
145,0,18,0,0
27,1,24,3,0
133,3,115,3,0
102,7,161,0,1
15,0,78,2,0
96,7,317,1,1
123,7,310,3,0
96,4,204,2,0
2,0,228,3,0
33,1,112,2,0
140,11,26,3,0
27,0,328,0,0
117,6,10,3,0
103,9,84,1,0
19,0,235,1,0
119,8,63,0,0
42,4,323,0,0
66,2,351,3,0
32,0,194,0,0
66,3,95,0,0
61,5,312,2,0
137,2,333,1,0
105,4,316,3,0
62,4,2,2,0
134,13,149,2,0
145,10,269,1,0
116,6,286,0,0
3,0,130,0,0
99,2,276,2,0
5,0,181,0,0
5,0,43,0,0
93,6,18,3,0
95,7,185,3,0
67,1,74,0,0
103,6,300,3,0
27,1,324,1,0
126,8,90,0,0
44,1,240,3,1
90,8,84,0,0
110,5,310,3,0
141,14,132,1,0
122,11,7,0,0
78,4,294,2,0
34,0,164,2,0
85,2,326,2,0
53,5,277,1,1
20,2,51,0,0
121,3,168,1,0
29,0,71,0,0
44,1,270,3,0
27,1,187,3,0
115,11,14,3,0
128,3,314,2,0
115,9,126,0,0
105,10,13,2,0
18,1,123,3,1
20,0,248,0,0
61,5,66,3,0
146,4,94,3,0
32,2,344,3,0
110,4,157,3,0
91,6,104,0,0
40,4,284,0,0
149,13,220,2,0
145,14,6,1,0
86,7,125,2,0
11,0,171,1,0
141,4,117,0,0
106,7,24,2,0
9,0,172,0,0
117,1,121,3,0
133,6,253,2,0
13,1,18,0,0
77,7,152,0,0
99,7,277,0,0
136,0,80,3,0
84,4,285,1,0
21,1,358,3,0
85,7,32,2,0
75,4,20,2,0
5,0,115,2,0
38,2,122,2,0
72,1,229,1,0
55,0,3,1,0
76,2,71,3,0
36,2,123,0,0
63,1,114,3,0
91,5,268,1,0
104,7,308,3,0
36,3,239,0,0
118,2,280,0,0
141,5,47,3,0
108,7,272,3,0
19,0,17,3,0
64,3,160,0,1
132,8,44,1,0
105,5,49,1,0
44,4,352,0,0
77,5,51,0,0
11,1,146,3,1
117,3,29,2,0
21,2,342,1,0
99,9,39,0,0
54,0,23,1,0
71,5,172,0,0
81,3,319,1,0
112,8,259,3,0
8,0,355,3,0
3,0,52,1,0
75,6,107,0,0
112,5,178,3,1
119,2,339,2,0
4,0,153,2,0
48,1,280,2,0
148,10,241,0,0
97,0,329,0,0
117,5,149,1,1
133,7,92,2,0
100,1,88,3,0
70,0,271,3,0
104,2,119,2,0
114,8,362,0,0
69,2,195,2,0
127,9,131,3,0
75,7,163,3,0
70,6,167,1,0
52,1,212,2,0
112,10,165,1,0
48,0,34,3,0
126,12,134,0,0
45,2,345,1,0
130,12,210,2,0
33,1,356,3,1
27,1,318,2,0
105,8,258,2,0
24,1,131,2,0
4,0,320,2,0
148,9,7,1,0
42,3,154,0,0
80,5,112,0,0
135,2,232,2,0
74,1,86,2,0
128,9,305,1,0
133,2,39,1,0
104,5,287,3,0
54,1,134,0,0
122,5,129,1,0
24,1,32,2,0
10,0,147,3,0
107,8,105,2,0
82,2,307,2,0
12,1,237,2,1
38,1,326,1,0
69,4,230,2,1
101,8,81,0,1
121,1,105,3,0
145,1,171,1,0
43,2,101,3,0
15,1,327,2,0
16,0,236,2,0
16,1,327,3,0
78,1,321,0,0
82,1,115,1,0
107,2,328,1,0
15,1,131,3,0
127,7,75,0,0
48,3,55,0,0
14,0,128,3,0
109,9,295,2,0
127,10,196,1,0
3,0,193,0,0
99,7,123,3,0
128,7,239,1,1
42,0,77,2,0
112,9,234,3,0
64,0,197,0,0
125,9,1,3,0
38,1,171,1,0
93,5,321,1,0
66,3,109,1,0
102,0,341,1,0
52,5,248,3,0
79,2,156,1,0
87,8,191,0,0
93,9,172,3,0
143,6,163,1,0
145,13,258,2,0
54,4,186,0,0
8,0,275,1,0
65,1,297,0,0
11,1,140,3,0
52,5,41,3,1
96,0,216,3,0
11,1,362,3,0
124,2,28,0,0
45,3,277,3,0
102,5,350,3,0
24,0,63,3,0
66,3,15,0,0
27,0,156,0,0
99,4,249,3,0
60,3,315,3,0
56,2,150,0,0
128,5,185,3,0
40,3,57,1,0
109,3,348,2,0
48,4,323,2,0
30,2,197,2,0
111,2,18,2,0
74,3,71,3,0
48,0,229,3,0
5,0,204,3,0
134,10,15,3,0
40,1,241,0,0
107,0,17,3,0
95,8,293,1,0
120,6,7,2,0
95,2,199,0,0
149,0,80,1,0
60,3,300,2,0
3,0,281,1,0
81,4,240,0,0
111,10,221,1,0
134,6,176,3,0
140,6,77,0,0
98,8,361,1,0
106,7,138,1,0
71,7,250,3,1
88,0,9,1,0
71,5,238,2,0
27,1,281,2,0
46,4,26,1,0
63,3,361,0,0
80,5,267,2,0
14,1,55,2,0
104,8,191,3,0
13,1,259,3,0
80,3,322,0,0
133,12,351,2,0
62,4,264,3,0
84,1,209,2,0
48,1,75,1,0
128,5,67,0,0
139,9,280,2,0
46,3,248,0,0
71,0,305,0,0
87,0,90,0,0
5,0,158,0,0
119,9,327,1,0
3,0,89,2,0
50,1,165,0,0
99,8,330,2,0
61,2,166,1,0
83,2,69,1,0
125,1,38,3,0
89,7,219,0,0
53,0,248,2,0
139,3,167,2,0
80,5,157,3,0
94,4,150,1,0
40,2,172,3,0
92,0,231,2,0
91,1,178,0,0
139,5,224,0,0
104,5,223,3,0
73,6,97,1,0
126,6,319,2,0
137,7,306,3,0
28,1,183,3,0
19,0,251,3,0
60,6,313,1,0
47,0,126,3,0
35,3,47,0,0
113,11,40,2,0
101,0,349,2,0
117,11,106,3,1
84,6,5,0,0
5,0,129,0,0
30,1,171,0,0
4,0,341,3,0
114,9,52,0,0
27,2,152,3,0
81,5,158,2,0
112,3,213,0,1
67,3,19,3,0
145,4,62,3,0
94,6,264,0,0
138,7,320,0,0
32,1,16,0,0
58,4,166,2,0
141,13,228,2,0
133,10,211,3,0
71,1,27,1,0
117,6,19,0,1
56,2,125,2,1
31,0,93,1,0
38,3,327,1,0
14,1,118,0,0
84,6,293,3,0
18,0,306,2,0
84,0,291,0,0
124,8,358,2,0
92,5,83,1,0
146,2,133,1,0
22,1,182,1,0
36,0,268,2,0
87,6,72,1,0
81,5,203,0,0
102,0,112,3,0
41,4,176,3,0
72,6,81,3,0
142,13,361,3,0
90,1,41,3,0
36,3,141,0,0
137,2,140,3,0
112,10,36,3,0
139,13,74,1,0
2,0,341,3,0
76,6,115,3,0
40,4,103,3,1
37,3,321,1,0
129,2,179,0,0
142,1,235,1,0
37,3,169,0,0
48,1,50,1,0
55,3,34,3,1
106,1,362,3,0
61,0,193,1,0
4,0,146,0,0
66,0,44,2,0
70,7,183,0,0
22,0,135,3,0
48,1,320,0,0
24,0,180,2,0
124,10,34,3,0
57,1,133,2,0
61,1,20,2,0
12,0,25,2,0
32,1,70,0,0
90,0,345,1,0
50,1,290,1,0
28,1,259,1,0
133,7,130,3,0
70,5,244,1,0
74,1,60,3,0
125,6,185,3,0
133,9,51,2,0
52,0,133,0,0
92,8,4,1,0
143,12,87,2,0
27,0,109,0,0
37,3,297,2,0
119,1,323,0,0
59,1,70,2,0
125,10,318,3,0
46,1,24,1,0
93,6,129,3,0
25,1,1,1,0
46,2,349,1,0
131,12,178,1,0
128,1,212,3,1
67,0,17,3,0
145,8,199,1,0
117,6,310,1,0
89,8,277,0,0
17,1,14,0,0
16,1,174,2,0
147,11,186,0,0
127,1,295,3,0
4,0,324,2,0
72,1,62,3,0
4,0,64,3,0
129,11,23,3,0
94,9,73,1,0
144,0,195,2,0
33,0,251,1,0
38,2,267,2,0
135,12,123,0,0
80,5,133,1,0
119,7,165,3,0
50,4,257,2,0
25,1,131,3,0
25,1,25,1,0
78,2,180,3,0
45,2,116,3,0
17,0,145,3,0
11,1,190,3,0
96,8,109,3,0
32,3,215,0,0
35,2,309,1,1
68,5,69,0,0
127,1,121,0,0
126,11,203,0,0
71,4,281,0,0
40,0,292,3,0
84,8,109,0,0
123,11,45,1,0
78,0,64,2,0
89,5,39,3,0
35,1,350,3,0
138,8,4,0,0
110,8,198,1,0
13,0,121,0,0
50,5,280,3,0
126,4,79,2,0
12,0,60,1,0
144,2,156,1,0
123,2,23,3,0
41,4,153,3,0
118,9,7,2,0
19,1,102,3,0
51,1,23,2,0
101,3,243,1,0
51,3,309,3,0
37,3,267,3,0
113,8,89,1,0
117,4,20,2,0
